timestamp,open,high,low,close,volume_btc,volume_usd
2020-01-01 00:00:00,30000.0,30054.48,29939.55,30024.84,40.5828,1218493.1328
2020-01-01 01:00:00,30024.84,30065.67,29959.42,30017.92,68.3504,2051737.9278
2020-01-01 02:00:00,30017.92,30082.39,29996.02,30050.31,82.3891,2475819.1786
2020-01-01 03:00:00,30050.31,30179.77,29982.92,30126.46,104.4901,3147915.6678
2020-01-01 04:00:00,30126.46,30212.37,30109.45,30114.75,130.7249,3936746.87
2020-01-01 05:00:00,30114.75,30141.62,30072.67,30103.04,120.8241,3637172.5328
2020-01-01 06:00:00,30103.04,30262.03,30093.07,30182.0,64.6203,1950368.8611
2020-01-01 07:00:00,30182.0,30246.93,30085.25,30220.38,88.8486,2685039.0945
2020-01-01 08:00:00,30220.38,30244.95,30153.85,30196.9,102.2913,3088879.4417
2020-01-01 09:00:00,30196.9,30298.59,30081.9,30224.03,92.1338,2784654.3713
2020-01-01 10:00:00,30224.03,30301.69,30126.77,30200.86,91.9211,2776097.5473
2020-01-01 11:00:00,30200.86,30276.4,30114.13,30177.57,48.3177,1458110.9357
2020-01-01 12:00:00,30177.57,30200.2,30145.16,30189.67,65.418,1974947.1762
2020-01-01 13:00:00,30189.67,30225.69,30075.4,30094.01,87.9118,2645618.4858
2020-01-01 14:00:00,30094.01,30168.7,29942.07,30007.76,7.2032,216152.7996
2020-01-01 15:00:00,30007.76,30059.01,29931.79,29979.65,119.2193,3574153.419
2020-01-01 16:00:00,29979.65,29997.44,29919.18,29929.01,58.8196,1760412.9379
2020-01-01 17:00:00,29929.01,30008.47,29924.51,29944.72,120.6051,3611487.0056
2020-01-01 18:00:00,29944.72,29973.27,29878.08,29899.32,117.9675,3527147.0398
2020-01-01 19:00:00,29899.32,30003.15,29724.07,29828.7,83.6892,2496340.4201
2020-01-01 20:00:00,29828.7,29998.33,29712.3,29901.98,130.0164,3887749.7848
2020-01-01 21:00:00,29901.98,29970.11,29834.55,29890.7,122.2959,3655510.0624
2020-01-01 22:00:00,29890.7,29984.9,29836.23,29894.07,90.7312,2712323.6585
2020-01-01 23:00:00,29894.07,29946.02,29782.92,29822.83,87.3472,2604941.3957
2020-01-02 00:00:00,29822.83,29895.8,29773.65,29795.61,132.917,3960343.2597
2020-01-02 01:00:00,29795.61,29895.49,29704.36,29801.16,106.9604,3187544.5595
2020-01-02 02:00:00,29801.16,29858.53,29637.4,29743.61,131.3409,3906553.1352
2020-01-02 03:00:00,29743.61,29804.74,29720.41,29762.4,28.3308,843191.8348
2020-01-02 04:00:00,29762.4,29763.53,29684.85,29732.36,102.9546,3061082.278
2020-01-02 05:00:00,29732.36,29779.87,29681.28,29717.78,52.6777,1565465.0954
2020-01-02 06:00:00,29717.78,29792.48,29650.3,29687.69,99.2263,2945801.3927
2020-01-02 07:00:00,29687.69,29858.68,29602.12,29780.31,121.4146,3615764.3983
2020-01-02 08:00:00,29780.31,29845.44,29768.99,29779.63,152.1742,4531692.0151
2020-01-02 09:00:00,29779.63,29813.39,29662.75,29726.75,71.855,2136015.41
2020-01-02 10:00:00,29726.75,29777.18,29654.9,29767.88,84.2289,2507314.0582
2020-01-02 11:00:00,29767.88,29803.02,29661.1,29706.83,97.134,2885543.8858
2020-01-02 12:00:00,29706.83,29758.15,29630.04,29717.28,70.7641,2102915.3136
2020-01-02 13:00:00,29717.28,29757.89,29564.86,29619.29,129.3568,3831456.6633
2020-01-02 14:00:00,29619.29,29687.85,29466.37,29552.88,97.8972,2893143.4486
2020-01-02 15:00:00,29552.88,29672.3,29548.55,29562.73,103.6587,3064434.0955
2020-01-02 16:00:00,29562.73,29653.36,29523.19,29599.65,118.6052,3510672.1835
2020-01-02 17:00:00,29599.65,29651.72,29551.8,29608.22,97.8487,2897124.3002
2020-01-02 18:00:00,29608.22,29650.44,29572.27,29602.44,75.4738,2234209.0822
2020-01-02 19:00:00,29602.44,29656.17,29569.96,29587.38,98.1094,2902799.9337
2020-01-02 20:00:00,29587.38,29612.53,29487.86,29513.45,74.3146,2193279.3522
2020-01-02 21:00:00,29513.45,29567.06,29399.02,29477.46,103.2394,3043236.2929
2020-01-02 22:00:00,29477.46,29540.99,29425.64,29454.43,129.9081,3826369.9978
2020-01-02 23:00:00,29454.43,29563.58,29428.97,29507.29,64.7507,1910616.006
2020-01-03 00:00:00,29507.29,29588.19,29432.76,29524.47,54.0289,1595173.6013
2020-01-03 01:00:00,29524.47,29587.48,29434.85,29436.32,101.4775,2987123.6229
2020-01-03 02:00:00,29436.32,29455.68,29424.18,29452.52,76.966,2266842.9495
2020-01-03 03:00:00,29452.52,29521.63,29394.11,29433.27,100.9524,2971357.5447
2020-01-03 04:00:00,29433.27,29463.13,29392.85,29399.42,109.6121,3222532.2448
2020-01-03 05:00:00,29399.42,29447.13,29391.71,29430.0,35.6894,1050339.5368
2020-01-03 06:00:00,29430.0,29498.42,29362.8,29481.55,120.6955,3558290.2753
2020-01-03 07:00:00,29481.55,29591.12,29405.27,29528.12,64.9099,1916668.449
2020-01-03 08:00:00,29528.12,29571.44,29412.49,29486.16,99.3296,2928846.9594
2020-01-03 09:00:00,29486.16,29486.62,29387.43,29470.7,80.2185,2364095.8711
2020-01-03 10:00:00,29470.7,29551.6,29383.46,29487.26,83.4413,2460454.8909
2020-01-03 11:00:00,29487.26,29542.85,29473.4,29536.04,150.8187,4454587.6732
2020-01-03 12:00:00,29536.04,29590.23,29448.56,29512.08,109.578,3233875.1559
2020-01-03 13:00:00,29512.08,29569.23,29468.68,29502.79,127.1407,3751004.5045
2020-01-03 14:00:00,29502.79,29579.36,29419.9,29447.48,104.5282,3078093.0183
2020-01-03 15:00:00,29447.48,29550.93,29320.85,29387.67,118.6004,3485389.2989
2020-01-03 16:00:00,29387.67,29437.35,29385.76,29428.29,112.5214,3311311.3384
2020-01-03 17:00:00,29428.29,29544.53,29425.76,29496.11,107.6337,3174774.509
2020-01-03 18:00:00,29496.11,29537.82,29423.5,29492.5,133.2147,3928834.5352
2020-01-03 19:00:00,29492.5,29605.69,29427.87,29542.68,104.6952,3092975.8881
2020-01-03 20:00:00,29542.68,29617.23,29488.58,29560.76,168.5545,4982598.4355
2020-01-03 21:00:00,29560.76,29600.19,29504.9,29528.51,128.8159,3803742.6568
2020-01-03 22:00:00,29528.51,29583.35,29456.19,29546.58,65.8138,1944571.9064
2020-01-03 23:00:00,29546.58,29639.99,29476.17,29623.48,94.7035,2805447.4081
2020-01-04 00:00:00,29623.48,29703.11,29569.13,29621.69,111.9123,3315032.0362
2020-01-04 01:00:00,29621.69,29763.7,29607.01,29699.92,101.3349,3009638.5682
2020-01-04 02:00:00,29699.92,29777.45,29531.69,29568.93,120.6062,3566196.6857
2020-01-04 03:00:00,29568.93,29650.72,29493.8,29610.03,123.9105,3668993.3854
2020-01-04 04:00:00,29610.03,29644.68,29520.21,29614.38,59.2124,1753538.2407
2020-01-04 05:00:00,29614.38,29632.03,29559.23,29599.43,138.4323,4097517.9256
2020-01-04 06:00:00,29599.43,29664.79,29556.92,29604.02,85.0955,2519167.9906
2020-01-04 07:00:00,29604.02,29622.82,29459.49,29504.64,82.1229,2423005.5126
2020-01-04 08:00:00,29504.64,29610.1,29435.41,29493.66,82.0263,2419256.2909
2020-01-04 09:00:00,29493.66,29522.28,29461.09,29511.51,124.2573,3667020.4981
2020-01-04 10:00:00,29511.51,29643.62,29474.69,29585.41,91.988,2721501.4236
2020-01-04 11:00:00,29585.41,29682.41,29473.71,29559.49,80.0935,2367521.7639
2020-01-04 12:00:00,29559.49,29627.47,29415.23,29519.07,87.2812,2576460.4187
2020-01-04 13:00:00,29519.07,29574.34,29462.35,29493.98,46.1593,1361420.0072
2020-01-04 14:00:00,29493.98,29560.7,29475.98,29539.75,74.7351,2207655.803
2020-01-04 15:00:00,29539.75,29564.73,29493.86,29556.19,62.8125,1856497.852
2020-01-04 16:00:00,29556.19,29629.29,29485.32,29529.7,91.9249,2714515.2885
2020-01-04 17:00:00,29529.7,29650.55,29449.83,29555.36,119.9258,3544450.5093
2020-01-04 18:00:00,29555.36,29597.05,29503.72,29560.22,116.6163,3447202.4532
2020-01-04 19:00:00,29560.22,29624.48,29534.0,29608.65,137.7025,4077185.4634
2020-01-04 20:00:00,29608.65,29632.39,29563.1,29573.55,131.0193,3874704.6181
2020-01-04 21:00:00,29573.55,29594.12,29481.19,29557.16,84.1421,2487001.762
2020-01-04 22:00:00,29557.16,29603.75,29469.57,29537.56,100.5721,2970655.4849
2020-01-04 23:00:00,29537.56,29635.53,29382.57,29464.38,99.0233,2917660.8757
2020-01-05 00:00:00,29464.38,29549.38,29443.43,29479.19,35.4684,1045580.2189
2020-01-05 01:00:00,29479.19,29551.39,29374.04,29492.24,63.4822,1872232.7575
2020-01-05 02:00:00,29492.24,29530.49,29489.93,29492.5,94.9814,2801238.6234
2020-01-05 03:00:00,29492.5,29525.0,29409.48,29480.77,94.8131,2795163.1536
2020-01-05 04:00:00,29480.77,29572.94,29402.71,29410.0,115.3698,3393024.2656
2020-01-05 05:00:00,29410.0,29466.02,29362.68,29388.97,113.9092,3347675.1121
2020-01-05 06:00:00,29388.97,29402.04,29275.0,29371.83,46.8792,1376928.6668
2020-01-05 07:00:00,29371.83,29401.62,29256.78,29331.72,115.5579,3389511.6819
2020-01-05 08:00:00,29331.72,29355.97,29290.04,29323.65,105.3576,3089470.1502
2020-01-05 09:00:00,29323.65,29377.47,29289.22,29343.86,118.7012,3483150.7006
2020-01-05 10:00:00,29343.86,29505.05,29290.84,29438.16,132.006,3886013.3997
2020-01-05 11:00:00,29438.16,29493.67,29372.74,29446.89,95.7135,2818465.556
2020-01-05 12:00:00,29446.89,29507.47,29359.35,29459.77,137.3676,4046819.4243
2020-01-05 13:00:00,29459.77,29549.18,29419.74,29456.05,73.318,2159658.1766
2020-01-05 14:00:00,29456.05,29485.15,29358.46,29360.11,71.6279,2103001.7517
2020-01-05 15:00:00,29360.11,29466.04,29304.08,29358.78,112.8632,3313525.3523
2020-01-05 16:00:00,29358.78,29391.66,29322.51,29361.8,88.937,2611349.2718
2020-01-05 17:00:00,29361.8,29537.63,29350.81,29484.96,107.849,3179922.5606
2020-01-05 18:00:00,29484.96,29526.52,29416.41,29475.34,159.7895,4709848.768
